Timestamp,Cameras,Occupancy
2022-05-25 15:50:18,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:19,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:19,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:20,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:20,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:21,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",0
2022-05-25 15:50:21,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",0
2022-05-25 15:50:22,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",0
2022-05-25 15:50:22,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:23,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",0
2022-05-25 15:50:23,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",0
2022-05-25 15:50:24,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:24,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:25,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:25,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:26,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:26,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:27,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:27,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:28,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:28,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:29,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:29,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",0
2022-05-25 15:50:30,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:30,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:31,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:31,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:32,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:32,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:33,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:33,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:34,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:34,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:35,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:35,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:36,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:36,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:37,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:37,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:38,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:38,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:39,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:39,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:40,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:40,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:41,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:41,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:42,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:42,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:43,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:43,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:44,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:44,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:45,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:45,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:46,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:46,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:47,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:47,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:48,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:48,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:49,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:49,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:50,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:50,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:51,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:51,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:52,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:52,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:53,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:53,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:54,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:54,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:55,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:55,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:56,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:57,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:57,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:58,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:58,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:59,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:59,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:51:00,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:51:00,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:51:01,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:51:01,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:51:02,[],0
2022-05-25 15:51:02,[],0
2022-05-25 15:51:03,[],0
2022-05-25 15:51:03,[],0
2022-05-25 15:51:04,[],0
2022-05-25 15:51:04,[],0
2022-05-25 15:51:05,[],0
2022-05-25 15:51:05,[],0
2022-05-25 15:51:06,[],0
2022-05-25 15:51:06,[],0
2022-05-25 15:51:07,[],0
2022-05-25 15:51:07,[],0
2022-05-25 15:51:08,[],0
2022-05-25 15:51:08,[],0
2022-05-25 15:51:09,[],0
2022-05-25 15:51:09,[],0
2022-05-25 15:51:10,[],0
2022-05-25 15:51:10,[],0
2022-05-25 15:51:11,[],0
2022-05-25 15:51:11,[],0
2022-05-25 15:51:12,[],0
2022-05-25 15:51:12,[],0
2022-05-25 15:51:13,[],0
2022-05-25 15:51:13,[],0
2022-05-25 15:51:14,[],0
2022-05-25 15:51:14,[],0
2022-05-25 15:51:15,[],0
2022-05-25 15:51:15,[],0
2022-05-25 15:51:16,[],0
2022-05-25 15:51:16,[],0
2022-05-25 15:51:17,[],0
2022-05-25 15:51:17,[],0
2022-05-25 15:51:18,[],0
2022-05-25 15:51:18,[],0
2022-05-25 15:51:19,[],0
2022-05-25 15:51:19,[],0
2022-05-25 15:51:20,[],0
2022-05-25 15:51:20,[],0
2022-05-25 15:51:21,[],0
2022-05-25 15:51:21,[],0
2022-05-25 15:51:22,[],0
2022-05-25 15:51:22,[],0
